REPYR,REPORT_NUM,FAC NAME,CHEM NAME,TRIFACID,FAC STREET1,FAC CITY,FAC ZIP,FAC COUNTY,CAS_NO,TECH NAME,TECH PHONE,TECH E-ADDRESS,CONT NAME,CONT PHONE,CONT_E-ADDRESS,NAICS,NAICS1,NAICS2,NAICS3,NAICS4,NAICS5,NAICS6,FORM A,FORM R,REVISION,REVISIONCODE1,REVISIONCODE2,WITHDRAWAL,WITHDRAWALCODE1,WITHDRAWALCODE2,MAX ONSITE,FUGITIVE,STACK,WATER1,RIVER1,WATER2,RIVER2,RCRA REL,LANDFILL,LANDFARM,LANDIMP,LANDIMP OTHR,LANDOTHR,METAL,METAL TO POTW,POTW,POTW2,OFF TRE,OFF STE REL1,OFF STE TRE1,OFF STATE1,OFF STE REL2,OFF STE TRE2,OFF STATE2,OFF STE REL3,OFF STE TRE3,OFF STATE3,OFF STE REL4,OFF STE TRE4,OFF STATE4,OFF STE REL5,OFF STE TRE5,OFF STATE5,OFF STE REL6,OFF STE TRE6,OFF STATE6,OFF STE REL7,OFF STE TRE7,OFF STATE7,OFF STE REL8,OFF STE TRE8,OFF STATE8,OFF STE REL9,OFF STE TRE9,OFF STATE9,ON ER B,OFF ER B,ON RCY B,OFF RCY B,ON TRE B,NON POTW OFF TRE,ACCID,P INDEX,CALC REL B,CALC OFF DIS,CALC OFF ER B,CALC OFF RCY B,RELEASE B,REL 81 A,REL 81 B,REL 81 C,REL 81 D,TOTAL TO AIR,TOTAL TO LAND,TOTAL TO WATER,FAC MAILSTREET1,FAC MAILCITY,FAC MAILSTREET2,FAC MAILSTATE,FAC MAILZIP,FAC MAILCOUNTY,CERT NAME,CERT TITLE,RIVERPERCENT1,RIVERPERCENT2,FUGITIVEBASIS,STACKBASIS,BASISCODE1,BASISCODE2,RCRA RELBASIS,LANDFILLBASIS,LANDFARMBASIS,LANDIMPBASIS,LANDIMP OTHRBASIS,LANDOTHRBASIS,POTWBASIS1,POTWFAC1,POTWCITY1,POTWSTATE1,POTWBASIS2,POTWFAC2,POTWCITY2,POTWSTATE2,OFF CITY1,OFF NAME1,OFF BASIS1,OFF CITY2,OFF NAME2,OFF BASIS2,OFF CITY3,OFF NAME3,OFF BASIS3,OFF CITY4,OFF NAME4,OFF BASIS4,OFF CITY5,OFF NAME5,OFF BASIS5,OFF CITY6,OFF NAME6,OFF BASIS6,OFF CITY7,OFF NAME7,OFF BASIS7,OFF CITY8,OFF NAME8,OFF BASIS8,OFF CITY9,OFF NAME9,OFF BASIS9,Geocoded Facility Location
2020,5304,AMICK FARMS,Zinc compounds,19940LLNSMRTE13,10281 AMICK DR,DELMAR,19940,Sussex,N982,RICHARD MARTINSON,3028469511,RICHARD.MARTINSON@AMICKFARMS.COM,RICHARD MARTINSON,3028469511,RICHARD.MARTINSON@AMICKFARMS.COM,311,311119,,,,,,1,0,0,,,0,,,,0,0,0,,0,,0,0,0,0,0,0,1,,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P.O. BOX 269,MILFORD,,DE,19963,Sussex,richard martinson,Mill Manager,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5305,BALTIMORE AIRCOIL COMPANY,Chromium compounds,1996WBLTMR1162H,1162 HOLLY HILL RD,MILFORD,19963,Kent,N090,BRANDON MCLAREN,3027535909,BMCLAREN@BALTIMOREAIRCOIL.COM,BRANDON MCLAREN,3027535909,BMCLAREN@BALTIMOREAIRCOIL.COM,333,333415,,,,,,0,1,0,,,0,,,4,0,0,0,,0,,0,0,0,0,0,0,1,,0,0,0,236291,M26,PA,62615,M26,DE,639.44,M41,PA,3.04,M41,PA,0,,,0,,,0,,,0,,,0,,,0,0,0,298906,0,0,0,0.86,642.48,642.48,0,0,0,0,0,0,642.48,0,0,0,1162 HOLLY HILL RD,MILFORD,,DE,19963,Kent,Stephen Tsotsoros,"Plant Manager, Milford",0,0,,C,,,,,,,,,,,,,,,,,PHILADELPHIA,THALHEIMER BROTHERS INC.,C,WILMINGTON,DIAMOND STATE RECYCLING CORP,C,YORK,ENVIRITE OF PENNSYLVANIA INC,C,LANCASTER,LANCASTER OIL CO,E1,,,,,,,,,,,,,,,,"1162 HOLLY HILL RD
MILFORD, DE 19963
(38.923706, -75.469299)"
2020,5306,BALTIMORE AIRCOIL COMPANY,Cobalt compounds,1996WBLTMR1162H,1162 HOLLY HILL RD,MILFORD,19963,Kent,N096,BRANDON MCLAREN,3027535909,BMCLAREN@BALTIMOREAIRCOIL.COM,BRANDON MCLAREN,3027535909,BMCLAREN@BALTIMOREAIRCOIL.COM,333,333415,,,,,,0,1,0,,,0,,,3,0,0,0,,0,,0,0,0,0,0,0,1,,0,0,0,3781,M26,PA,7.83,M41,PA,0.04,M41,PA,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,3781,0,0,0,0.86,7.87,7.87,0,0,0,0,0,0,7.87,0,0,0,1162 HOLLY HILL RD,MILFORD,,DE,19963,Kent,Stephen Tsotsoros,"Plant Manager, Milford",0,0,,C,,,,,,,,,,,,,,,,,PHILADELPHIA,THALHEIMER BROTHERS INC.,C,YORK,ENVIRITE OF PENNSYLVANIA INC,C,LANCASTER,LANCASTER OIL CO,E1,,,,,,,,,,,,,,,,,,,"1162 HOLLY HILL RD
MILFORD, DE 19963
(38.923706, -75.469299)"
2020,5307,BALTIMORE AIRCOIL COMPANY,Copper compounds,1996WBLTMR1162H,1162 HOLLY HILL RD,MILFORD,19963,Kent,N100,BRANDON MCLAREN,3027535909,BMCLAREN@BALTIMOREAIRCOIL.COM,BRANDON MCLAREN,3027535909,BMCLAREN@BALTIMOREAIRCOIL.COM,333,333415,,,,,,0,1,0,,,0,,,3,0,0,0,,0,,0,0,0,0,0,0,1,,0,0,0,36636,M26,DE,7561,M26,PA,97.32,M41,PA,0.04,M41,PA,0,,,0,,,0,,,0,,,0,,,0,0,0,44197,0,0,0,0.86,97.36,97.36,0,0,0,0,0,0,97.36,0,0,0,1162 HOLLY HILL RD,MILFORD,,DE,19963,Kent,Stephen Tsotsoros,"Plant Manager, Milford",0,0,,C,,,,,,,,,,,,,,,,,WILMINGTON,DIAMOND STATE RECYCLING CORP,C,PHILADELPHIA,THALHEIMER BROTHERS INC.,C,YORK,ENVIRITE OF PENNSYLVANIA INC,C,LANCASTER,LANCASTER OIL CO,E1,,,,,,,,,,,,,,,,"1162 HOLLY HILL RD
MILFORD, DE 19963
(38.923706, -75.469299)"
2020,5308,BALTIMORE AIRCOIL COMPANY,Manganese compounds,1996WBLTMR1162H,1162 HOLLY HILL RD,MILFORD,19963,Kent,N450,BRANDON MCLAREN,3027535909,BMCLAREN@BALTIMOREAIRCOIL.COM,BRANDON MCLAREN,3027535909,BMCLAREN@BALTIMOREAIRCOIL.COM,333,333415,,,,,,0,1,0,,,0,,,4,0,0,0,,0,,0,0,0,0,0,0,1,,0,0,0,59094,M26,DE,12602,M26,PA,156.41,M41,PA,0.96,M41,PA,0,,,0,,,0,,,0,,,0,,,0,0,0,71696,0,0,0,0.86,157.37,157.37,0,0,0,0,0,0,157.37,0,0,0,1162 HOLLY HILL RD,MILFORD,,DE,19963,Kent,Stephen Tsotsoros,"Plant Manager, Milford",0,0,,C,,,,,,,,,,,,,,,,,WILMINGTON,DIAMOND STATE RECYCLING CORP,C,PHILADELPHIA,THALHEIMER BROTHERS INC.,E1,YORK,ENVIRITE OF PENNSYLVANIA INC,C,LANCASTER,LANCASTER OIL CO,E1,,,,,,,,,,,,,,,,"1162 HOLLY HILL RD
MILFORD, DE 19963
(38.923706, -75.469299)"
2020,5309,BALTIMORE AIRCOIL COMPANY,Nickel compounds,1996WBLTMR1162H,1162 HOLLY HILL RD,MILFORD,19963,Kent,N495,BRANDON MCLAREN,3027535909,BMCLAREN@BALTIMOREAIRCOIL.COM,BRANDON MCLAREN,3027535909,BMCLAREN@BALTIMOREAIRCOIL.COM,333,333415,,,,,,0,1,0,,,0,,,4,0,0,0,,0,,0,0,0,0,0,0,1,,0,0,0,242592,M26,PA,138272,M26,DE,810.65,M41,PA,1.83,M41,PA,0,,,0,,,0,,,0,,,0,,,0,0,0,380864,0,0,0,0.86,812.48,812.48,0,0,0,0,0,0,812.48,0,0,0,1162 HOLLY HILL RD,,,,,Kent,Stephen Tsotsoros,"Plant Manager, Milford",0,0,,C,,,,,,,,,,,,,,,,,PHILADELPHIA,THALHEIMER BROTHERS INC.,C,WILMINGTON,DIAMOND STATE RECYCLING CORP,C,YORK,ENVIRITE OF PENNSYLVANIA INC,C,LANCASTER,LANCASTER OIL CO,E1,,,,,,,,,,,,,,,,"1162 HOLLY HILL RD
MILFORD, DE 19963
(38.923706, -75.469299)"
2020,5430,BASF COLORS AND EFFECTS USA LLC,Aniline,19804CBGGYJAMES,205 S JAMES ST,NEWPORT,19804,New Castle,62-53-3,Thomas Turpin,3029921101,Thomas.Turpin@basf.com,ROBERTO NELSON,9732455230,ROBERTO.NELSON@BASF.COM,325,325130,,,,,,0,1,0,,,0,,,5,19,0.2,0,,0,,0,0,0,0,0,0,0,,7921,0,7827.06,5943,M56,SC,5259,M56,OH,330,M50,TX,130,M56,OH,120,M56,KY,109,M50,TX,99,M50,AR,57,M56,NJ,1.69,M50,PA,0,11509,0,0,1001,1001,0,0.87,652.88,633.68,0,0,0,0,19.2,0,633.68,19.2,0,0,,,,,,New Castle,Brian Kirtley,Site Director,0,0,E2,C,,,,,,,,,E1,"WILMINGTON WASTEWATER TREATMENT PLANT- 12TH ST & HAY RD, WIL",WILMINGTON,DE,,,,,HOLLY HILL,HOLCIM US INC GEOCYCLE LLC,M2,PAULDING,SYSTECH ENVIRONMENTAL CORPORAT,M2,DEER PARK,CLEAN HARBORS DEER PARK,M2,WEST CARROLLTON,VEOLIA ES TECHNICAL SOLUTIONS,M2,SMITHFIELD,"SAFETY-KLEEN SYSTEMS, INC.",M2,PORT ARTHUR,VEOLIA ES TECHNICAL SOLUTIONS,M2,EL DORADO,"CLEAN HARBORS EL DORADO, LLC",M2,MIDDLESEX,VEOLIA ES TECHNICAL SOLUTIONS,M2,MYERSTOWN,WASTE RECOVERY SOLUTIONS INC,M2,"205 S JAMES ST
NEWPORT, DE 19804
(39.710922, -75.608917)"
2020,5431,BASF COLORS AND EFFECTS USA LLC,Biphenyl,19804CBGGYJAMES,205 S JAMES ST,NEWPORT,19804,New Castle,92-52-4,Thomas Turpin,3029921101,Thomas.Turpin@basf.com,ROBERTO NELSON,9732455230,ROBERTO.NELSON@BASF.COM,325,325130,,,,,,0,1,0,,,0,,,5,76.5,0.4,0,,0,,0,0,0,0,0,0,0,,2564,0,9584.57,43895,M56,SC,38845,M56,OH,3760,M50,OH,3254,M50,PA,1363,M56,NJ,848,M56,IN,323,M56,OH,262,M56,KY,233,M50,PA,0,85536,0,0,2365,2365,0,0.84,384.58,307.68,0,0,0,0,76.9,256.4,51.28,76.9,0,0,,,,,,New Castle,Brian Kirtley,Site Director,0,0,O,O,,,,,,,,,E1,"WILMINGTON WASTEWATER TREATMENT PLANT- 12TH ST & HAY RD, WIL",WILMINGTON,DE,,,,,HOLLY HILL,HOLCIM US INC GEOCYCLE LLC,M2,PAULDING,SYSTECH ENVIRONMENTAL CORPORAT,M2,GRAFTON,ROSS INCINERATION SERVICES INC,M2,MYERSTOWN,WASTE RECOVERY SOLUTIONS INC,M2,MIDDLESEX,VEOLIA ES TECHNICAL SOLUTIONS,M2,GREENCASTLE,LONE STAR GREENCASTLE  WDF,M2,WEST CARROLLTON,VEOLIA ES TECHNICAL SOLUTIONS,M2,SMITHFIELD,"SAFETY-KLEEN SYSTEMS, INC.",M2,BAINBRIDGE,LCSWMA RESOURCE RECOVERY PLANT,M2,"205 S JAMES ST
NEWPORT, DE 19804
(39.710922, -75.608917)"
2020,5432,BASF COLORS AND EFFECTS USA LLC,Cyclohexane,19804CBGGYJAMES,205 S JAMES ST,NEWPORT,19804,New Castle,110-82-7,Thomas Turpin,3029921101,Thomas.Turpin@basf.com,ROBERTO NELSON,9702455230,ROBERTO.NELSON@BASF.COM,325,325130,,,,,,0,1,0,,,0,,,3,56.2,13.78,0,,0,,0,0,0,0,0,0,0,,0,0,0,11667,M20,NY,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,11667,3421,3421,0,1.13,69.98,0,0,0,0,0,69.98,0,0,69.98,0,0,,,,,,New Castle,Brian Kirtley,Site Director,0,0,E2,C,,,,,,,,,E1,"WILMINGTON WASTEWATER TREATMENT PLANT- 12TH ST & HAY RD, WIL",WILMINGTON,DE,,,,,ROCHESTER,EASTMAN BUSINESS PARK,M2,,,,,,,,,,,,,,,,,,,,,,,,,"205 S JAMES ST
NEWPORT, DE 19804
(39.710922, -75.608917)"
2020,5433,BASF COLORS AND EFFECTS USA LLC,Methanol,19804CBGGYJAMES,205 S JAMES ST,NEWPORT,19804,New Castle,67-56-1,Thomas Turpin,3029921101,Thomas.Turpin@basf.com,ROBERTO NELSON,9732455230,ROBERTO.NELSON@BASF.COM,325,325130,,,,,,0,1,0,,,0,,,5,23211,5691,0,,0,,0,0,0,0,0,0,0,,271913,0,250452.96,167700,M20,NY,5600,M56,IN,1722,M56,NJ,1030,M56,SC,911,M56,OH,478,M56,OH,240,M50,OH,53,M50,TX,6,M56,KY,0,9747,329569,167700,816254,816254,0,1.02,50655.04,21753.04,0,0,0,0,28902,0,21753.04,28902,0,0,,,,,,New Castle,Brian Kirtley,Site Director,0,0,O,C,,,,,,,,,E1,"WILMINGTON WASTEWATER TREATMENT PLANT- 12TH ST & HAY RD, WIL",WILMINGTON,DE,,,,,ROCHESTER,EASTMAN BUSINESS PARK,M2,GREENCASTLE,LONE STAR GREENCASTLE  WDF,M2,MIDDLESEX,VEOLIA ES TECHNICAL SOLUTIONS,M2,HOLLY HILL,HOLCIM US INC GEOCYCLE LLC,M2,PAULDING,SYSTECH ENVIRONMENTAL CORPORAT,M2,WEST CARROLLTON,VEOLIA ES TECHNICAL SOLUTIONS,M2,GRAFTON,ROSS INCINERATION SERVICES INC,M2,PORT ARTHUR,VEOLIA ES TECHNICAL SOLUTIONS,M2,SMITHFIELD,"SAFETY-KLEEN SYSTEMS, INC.",M2,"205 S JAMES ST
NEWPORT, DE 19804
(39.710922, -75.608917)"
2020,5434,BASF COLORS AND EFFECTS USA LLC,Nitrate compounds,19804CBGGYJAMES,205 S JAMES ST,NEWPORT,19804,New Castle,N511,Thomas Turpin,3029921101,Thomas.Turpin@basf.com,ROBERTO NELSON,9732455230,ROBERTO.NELSON@BASF.COM,325,325130,,,,,,0,1,0,,,0,,,2,0,0,0,,0,,0,0,0,0,0,0,0,,27126,0,24413.4,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,0,0,1.05,2712.6,2712.6,0,0,0,0,0,0,2712.6,0,0,0,,,,,,New Castle,Brian Kirtley,Site Director,0,0,,,,,,,,,,,E1,"WILMINGTON WASTEWATER TREATMENT PLANT- 12TH ST & HAY RD, WIL",WILMINGTON,DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"205 S JAMES ST
NEWPORT, DE 19804
(39.710922, -75.608917)"
2020,5435,BASF COLORS AND EFFECTS USA LLC,Nitric acid,19804CBGGYJAMES,205 S JAMES ST,NEWPORT,19804,New Castle,7697-37-2,Thomas Turpin,3029921101,Thomas.Turpin@basf.com,ROBERTO NELSON,9732455230,ROBERTO.NELSON@BASF.COM,325,325130,,,,,,0,1,0,,,0,,,3,0,0,0,,0,,0,0,0,0,0,0,0,,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,27563,27563,0,1.13,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,New Castle,Brian Kirtley,Site Director,0,0,O,O,,,,,,,,,E1,"WILMINGTON WASTEWATER TREATMENT PLANT- 12TH ST & HAY RD, WIL",WILMINGTON,DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"205 S JAMES ST
NEWPORT, DE 19804
(39.710922, -75.608917)"
2020,5437,BASF COLORS AND EFFECTS USA LLC,p-Chloroaniline,19804CBGGYJAMES,205 S JAMES ST,NEWPORT,19804,New Castle,106-47-8,Thomas Turpin,3029921101,Thomas.Turpin@basf.com,ROBERTO NELSON,9732455230,ROBERTO.NELSON@BASF.COM,325,325130,,,,,,0,1,0,,,0,,,5,4.67,0.04,0,,0,,0,0,0,0,0,0,0,,2689,0,1329.85,2072,M56,OH,2010,M56,SC,109.75,M50,TX,69.83,M56,OH,60,M56,KY,57.15,M56,NJ,10,M50,PA,0.05,M50,OH,0,,,0,4268.98,0,0,247,247,0,0.72,1483.66,1478.95,0,0,0,0,4.71,26.89,1452.06,4.71,0,0,,,,,,New Castle,Brian Kirtley,Site Director,0,0,E2,C,,,,,,,,,E1,"WILMINGTON WASTEWATER TREATMENT PLANT- 12TH ST & HAY RD, WIL",WILMINGTON,DE,,,,,PAULDING,SYSTECH ENVIRONMENTAL CORPORAT,M2,HOLLY HILL,HOLCIM US INC GEOCYCLE LLC,M2,PORT ARTHUR,VEOLIA ES TECHNICAL SOLUTIONS,M2,WEST CARROLLTON,VEOLIA ES TECHNICAL SOLUTIONS,M2,SMITHFIELD,"SAFETY-KLEEN SYSTEMS, INC.",M2,MIDDLESEX,VEOLIA ES TECHNICAL SOLUTIONS,M2,MYERSTOWN,WASTE RECOVERY SOLUTIONS INC,M2,GRAFTON,ROSS INCINERATION SERVICES INC,M2,,,,"205 S JAMES ST
NEWPORT, DE 19804
(39.710922, -75.608917)"
2020,5436,BASF COLORS AND EFFECTS USA LLC,Xylene (mixed isomers),19804CBGGYJAMES,205 S JAMES ST,NEWPORT,19804,New Castle,1330-20-7,Thomas Turpin,3029921101,Thomas.Turpin@basf.com,ROBERTO NELSON,9732455230,ROBERTO.NELSON@BASF.COM,325,325130,,,,,,0,1,0,,,0,,,4,94,589,0,,0,,0,0,0,0,0,0,0,,157,0,285.6,286,M56,NJ,150,M50,PA,130,M56,OH,10,M50,TX,0,,,0,,,0,,,0,,,0,,,0,416,0,0,3180,3180,0,0.73,714.4,31.4,0,0,0,0,683,4.71,26.69,683,0,0,,,,,,New Castle,Brian Kirtley,Site Director,0,0,C,C,,,,,,,,,E1,"WILMINGTON WASTEWATER TREATMENT PLANT- 12TH ST & HAY RD, WIL",WILMINGTON,DE,,,,,MIDDLESEX,VEOLIA ES TECHNICAL SOLUTIONS,M2,MYERSTOWN,WASTE RECOVERY SOLUTIONS INC,M2,WEST CARROLLTON,VEOLIA ES TECHNICAL SOLUTIONS,M2,PORT ARTHUR,VEOLIA ES TECHNICAL SOLUTIONS,M2,,,,,,,,,,,,,,,,"205 S JAMES ST
NEWPORT, DE 19804
(39.710922, -75.608917)"
2020,5348,CLARIOS BATTERY PLANT,Antimony compounds,19709JHNSNRD170,700 N BROAD ST,MIDDLETOWN,19709,New Castle,N010,SHARON ADAMS,3023633151,SHARON.M.ADAMS@CLARIOS.COM,SHARON ADAMS,3023633151,SHARON.M.ADAMS@CLARIOS.COM,335,335911,,,,,,0,1,0,,,0,,,5,0,0,0,DRAWYER CREEK,0,,0,0,0,0,0,0,0,,0,0,0,2095.3,M24,MO,18.1,M94,IN,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,2095.3,0,0,0,0.45,18.1,18.1,0,0,0,0,0,0,18.1,0,0,0,,,,,,New Castle,Tami Kemske,Plant Manager,100,0,,O,O,,,,,,,O,,,,,,,,,BOSS,BUICK RESOURCE RECYCLING FACIL,O,INDIANAPOLIS,HERITAGE ENVIRONMENTAL SERVICE,O,,,,,,,,,,,,,,,,,,,,,,"700 N BROAD ST
MIDDLETOWN, DE 19709
(39.45779, -75.719318)"
2020,5349,CLARIOS BATTERY PLANT,Lead compounds,19709JHNSNRD170,700 N BROAD ST,MIDDLETOWN,19709,New Castle,N420,SHARON.M.ADAMS,3023633151,SHARON.M.ADAMS@CLARIOS.COM,SHARON.M.ADAMS,3023633151,SHARON.M.ADAMS@CLARIOS.COM,335,335911,,,,,,0,1,0,,,0,,,7,0.2,5,11.2,DRAWYER CREEK,0,,0,0,0,0,0,0,1,,0,0,0,492063.4,M24,MO,5094,M41,PA,4230,M94,IN,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,492063.4,0,0,0,0.45,9340.4,9324,0,0,0,0,16.4,0,9324,5.2,0,11.2,,,,,,New Castle,Tami Kemske,Plant Manager,100,0,O,M2,M2,,,,,,,O,M2,MOT WATER FARM NO. 1,ODESSA,DE,,,,,BOSS,BUICK RESOURCE RECYCLING FACIL,M1,YORK,ENVIRITE OF PENNSYLVANIA INC,M1,INDIANAPOLIS,HERITAGE ENVIRONMENTAL SERVICE,M1,,,,,,,,,,,,,,,,,,,"700 N BROAD ST
MIDDLETOWN, DE 19709
(39.45779, -75.719318)"
2020,5340,CLARIOS DISTRIBUTION CENTER,Antimony compounds,1970WJHNSN5PATR,50 PATRIOT DR,MIDDLETOWN,19709,New Castle,N010,KELLY WRIGHT,3023764050,KELLY.M.WRIGHT@CLARIOS.COM,TAMI KEMSKE,3026963209,TAMI.L.KEMSKE@CLARIOS.COM,335,335911,,,,,,0,1,0,,,0,,,4,0,0,0,,0,,0,0,0,0,0,0,0,,0,0,0,120,M24,MO,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,120,0,0,0,0.73,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,New Castle,Tami Kemske,Plant Manager,0,0,,,,,,,,,,O,,,,,,,,,BOSS,BUICK RESOURCE RECYCLING FACIL,M1,,,,,,,,,,,,,,,,,,,,,,,,,"50 PATRIOT DR
MIDDLETOWN, DE 19709
(39.439316, -75.741392)"
2020,5341,CLARIOS DISTRIBUTION CENTER,Arsenic compounds,1970WJHNSN5PATR,50 PATRIOT DR,MIDDLETOWN,19709,New Castle,N020,KELLY WRIGHT,3023764050,KELLY.M.WRIGHT@CLARIOS.COM,TAMI KEMSKE,3026963209,TAMI.L.KEMSKE@CLARIOS.COM,335,335911,,,,,,0,1,0,,,0,,,3,0,0,0,,0,,0,0,0,0,0,0,0,,0,0,0,7.4,M24,MO,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,7.4,0,0,0,0.73,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,New Castle,Tami Kemske,Plant Manager,0,0,,,,,,,,,,O,,,,,,,,,BOSS,BUICK RESOURCE RECYCLING FACIL,M1,,,,,,,,,,,,,,,,,,,,,,,,,"50 PATRIOT DR
MIDDLETOWN, DE 19709
(39.439316, -75.741392)"
2020,5342,CLARIOS DISTRIBUTION CENTER,Lead compounds,1970WJHNSN5PATR,50 PATRIOT DR,MIDDLETOWN,19709,New Castle,N420,KELLY WRIGHT,3023764050,KELLY.M.WRIGHT@CLARIOS.COM,TAMI KEMSKE,3026963209,TAMI.L.KEMSKE@CLARIOS.COM,335,335911,,,,,,0,1,0,,,0,,,7,0,0,0,,0,,0,0,0,0,0,0,1,,2.8,0,0,28076.6,M24,MO,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,28076.6,0,0,0,0.73,2.8,2.8,0,0,0,0,0,0,2.8,0,0,0,,,,,,New Castle,Tami Kemske,Plant Manager,0,0,,,,,,,,,,O,M2,MOT WATER FARM NO. 1,ODESSA,DE,,,,,BOSS,BUICK RESOURCE RECYCLING FACIL,M1,,,,,,,,,,,,,,,,,,,,,,,,,"50 PATRIOT DR
MIDDLETOWN, DE 19709
(39.439316, -75.741392)"
2020,5371,"COLOR WORKS PAINTING, INC.",Manganese,1972WCLRWR251ED,251 EDWARDS AVE,NEW CASTLE,19720,New Castle,7439-96-5,TRAVIS O. HISTED,3023248411,TRAVIS@COLORWORKSPAINTING.COM,TRAVIS O. HISTED,3023248411,TRAVIS@COLORWORKSPAINTING.COM,332,332812,,,,,,0,1,0,,,0,,,2,0,0,0,,0,,0,0,0,0,0,0,1,,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,New Castle,travis histed,Vice President,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"251 EDWARDS AVE
NEW CASTLE, DE 19720
(39.64967, -75.596154)"
2020,5468,CRODA,Certain glycol ethers,19720CMRCSCHERR,315 CHERRY LN,NEW CASTLE,19720,New Castle,N230,GWENDOLYN M. LAWLESS,3024295358,GWENDOLYN.LAWLESS@CRODA.COM,CHRIS BARNETT,3024295320,CHRIS.BARNETT@CRODA.COM,325,325613,325199,,,,,0,1,0,,,0,,,5,1,1,0,DELAWARE RIVER,0,,0,0,0,0,0,0,0,,2310,0,2125.2,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,0,0,1.12,186.8,184.8,0,0,0,0,2,0,184.8,2,0,0,,,,,,New Castle,Christopher Barnett,Site Director,0,0,E1,E2,C,,,,,,,,E1,"WILMINGTON WASTEWATER TREATMENT PLANT- 12TH ST & HAY RD, WIL",WILMINGTON,DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"315 CHERRY LN
NEW CASTLE, DE 19720
(39.689891, -75.545478)"
2020,5470,CRODA,Diethanolamine,19720CMRCSCHERR,315 CHERRY LN,NEW CASTLE,19720,New Castle,111-42-2,GWENDOLYN M. LAWLESS,3024295358,GWENDOLYN.LAWLESS@CRODA.COM,CHRIS BARNETT,3024295320,CHRIS.BARNETT@CRODA.COM,325,325613,325199,,,,,0,1,0,,,0,,,4,1.6,2,0,DELAWARE RIVER,0,,0,0,0,0,0,0,0,,1310.5,0,1205.66,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,0,0,0.83,108.44,104.84,0,0,0,0,3.6,0,104.84,3.6,0,0,,,,,,New Castle,Christopher Barnett,Site Director,0,0,E1,E2,C,,,,,,,,E1,"WILMINGTON WASTEWATER TREATMENT PLANT- 12TH ST & HAY RD, WIL",WILMINGTON,DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"315 CHERRY LN
NEW CASTLE, DE 19720
(39.689891, -75.545478)"
2020,5466,CRODA,Ethylene,19720CMRCSCHERR,315 CHERRY LN,NEW CASTLE,19720,New Castle,74-85-1,GWENDOLYN M. LAWLESS,3024295358,GWENDOLYN.LAWLESS@CRODA.COM,CHRIS BARNETT,3024295320,CHRIS.BARNETT@CRODA.COM,325,325613,325199,,,,,0,1,0,,,0,,,5,5116,0,0,DELAWARE RIVER,0,,0,0,0,0,0,0,0,,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,0,0,0,5116,0,0,0,0,0,5116,0,0,5116,0,0,,,,,,New Castle,Christopher Barnett,Site Director,0,0,M2,E2,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"315 CHERRY LN
NEW CASTLE, DE 19720
(39.689891, -75.545478)"
